,Date,Floor,Line,Buyer ,Sales Order No,Style No,Item,Start Date,Wr- Hr,Wr- Hr.,Plan Man Power. OP,Plan Man Power. HP,Actual Man Power OP,Actual Man Power HP,Target Hour.
718,2021-02-07,Unit: 02 (Mr. Zakir),L-14,H&M,4170005124,235667-8030(S-03),RC Mushroom Polo,2020-12-20 00:00:00,8,4.924764705882353,20,2,31,3,0.0
719,2021-02-07,Unit: 02 (Mr. Zakir),L-16,Hema,4170004913,342975 TOM,SS T-Shirt,2020-12-31 00:00:00,8,9.923076923076923,24,3,23,3,9.652981277981278
720,2021-02-07,Unit: 02 (Mr. Zakir),L-17,Hema,4170005082,307410 Table Tee,SS T-Shirt,2020-12-07 00:00:00,8,12.634615384615383,20,2,23,3,11.001561472715318
721,2021-02-07,Unit: 02 (Mr. Zakir),L-18,H&M,4170005196,247369-5828(S-03),Mushroom Polo,2020-12-12 00:00:00,8,9.184,29,2,33,3,6.312951671183379
722,2021-02-07,Unit: 02 (Mr. Zakir),L-18,H&M,4170005123,235668-8030(S-03),RC Mushroom Polo,2020-12-12 00:00:00,8,2.95488888888889,29,2,33,3,0.0
723,2021-02-07,Unit: 02 (Mr. Zakir),L-20,Hema,4170005082,307410 Table Tee,SS T-Shirt,2020-12-21 00:00:00,8,12.442307692307692,22,2,23,3,16.686061801446414
724,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-21,Hema,4170004961,331086 Polo Fluo,SS Polo,2020-12-10 00:00:00,8,3.576,28,2,29,4,23.2399898989899
725,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-21,Hema,4170004898,307361 Trevor Slub,SS Polo,2021-01-02 00:00:00,8,4.181575757575757,28,2,29,4,0.0
726,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-22,Hema,4170004579,333269,LS SB,2020-10-15 00:00:00,8,10.065217391304348,38,3,44,2,9.604511894995898
727,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-24,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-21 00:00:00,8,11.0,25,0,25,1,3.893435897435898
728,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-25,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-31 00:00:00,8,2.973,24,2,23,2,4.046251851851852
729,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-25,H&M,4170005213,251088-5832(S-03),Ronny R-Neck,2020-12-31 00:00:00,8,5.267,24,2,23,2,0.0
730,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-26,H&M,4170005213,251088-5832(S-03),Ronny R-Neck,2020-12-30 00:00:00,8,2.31,12,1,13,0,5.365413105413105
731,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-26,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-30 00:00:00,8,8.69,12,1,13,0,0.0
732,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-27,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,8.0,23,2,23,2,5.238933333333333
733,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-28,Hema,417004856,330195,SS T-Shirt,2021-01-02 00:00:00,8,10.833333333333334,18,2,20,4,15.96034722222222
734,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-29,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,7.7,13,1,10,0,10.839375
735,2021-02-07,Unit: 03(Mr. Sajadur Rahman),L-30,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,8.0,13,1,13,0,20.68
736,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-31,Hema,4170004850,308458 DINEKE,SS Drees,2020-11-23 00:00:00,8,9.655172413793103,26,4,26,3,17.195402298850574
737,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-32,Hema,4170004916,342775/342609 Denton,SS Polo,2020-12-12 00:00:00,8,10.838709677419354,33,3,28,3,4.855161290322582
738,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-33,Hema,4170005084,308658 Table Tee,SS T-Shirt,2020-12-29 00:00:00,8,11.0,18,1,16,2,16.836243386243385
739,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-34,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2020-09-22 00:00:00,8,9.837,27,2,17,3,3.647287037037036
740,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-34,H&M,4170005218,180497-5832(S-03),R-Neck Slim Fit-3 Pack,2020-09-22 00:00:00,8,2.7255000000000003,27,2,17,3,0.0
741,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-35,HBI,4170004832,P4750,Tank Top,2020-12-29 00:00:00,8,11.0,18,1,13,2,4.662388888888889
742,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-36,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2020-12-01 00:00:00,8,12.5625,18,2,17,3,4.382222222222223
743,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-37,HBI,4170004831,P01BT,LS T-Shirt,2020-12-15 00:00:00,8,4.357,19,2,16,2,14.968650793650797
744,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-37,Hema,4170005084,308658 Table Tee,SS T-Shirt,2020-12-15 00:00:00,8,3.865222222222221,19,2,16,2,0.0
745,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-38,Vertbaudet,4170005040,70219-0179,S-SLV,2021-01-02 00:00:00,8,9.545454545454543,19,3,20,2,44.40909090909091
746,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-39,H&M,4170005218,180497-5832(S-03),R-Neck Slim Fit-3 Pack,2021-12-31 00:00:00,8,8.774,12,2,14,2,11.826130952380952
747,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-39,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2021-12-31 00:00:00,8,3.976000000000001,12,2,14,2,0.0
748,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-40,Vertbaudet,4170004641,70211-0307,LS T-Shirt,2020-12-22 00:00:00,8,1.306,24,4,28,3,12.622795698924731
749,2021-02-07,Unit: 04(Mr.Bhabesh Sarker),L-40,Vertbaudet,4170005006,70211-0307,LS T-Shirt,2020-12-22 00:00:00,8,7.597225806451612,24,4,28,3,0.0
750,2021-02-08,Unit: 01(Mr.Liton),L-01,Hema,4170004855,334167,LS T-Shirt,2020-12-22 00:00:00,8,10.61904761904762,30,2,18,3,15.694828469022015
751,2021-02-08,Unit: 01(Mr.Liton),L-02,H&M,4170005177,118182-5832(S-03),3-Pack V-Neck Slim Fit,2020-10-29 00:00:00,8,9.705,22,2,19,2,4.709156223893066
752,2021-02-08,Unit: 01(Mr.Liton),L-02,H&M,4170005210,179603-5832(S-03),V-Neck Slim Fit 3-Pack,2020-10-29 00:00:00,8,3.045,22,2,19,2,0.0
753,2021-02-08,Unit: 01(Mr.Liton),L-03,Hema,4170004915,342997 Richardson,SS Polo,2020-12-29 00:00:00,8,12.453125,22,2,29,3,17.545857843137256
754,2021-02-08,Unit: 01(Mr.Liton),L-04,Vertbaudet,4170004657,70211-0308,LS Sweat,2021-01-02 00:00:00,8,8.818181818181818,22,4,19,3,16.97727272727273
755,2021-02-08,Unit: 01(Mr.Liton),L-05,Hema,4170004498,342775 Jones,SS Polo,2020-12-30 00:00:00,8,10.186046511627907,18,2,38,5,19.33388972243061
756,2021-02-08,Unit: 01(Mr.Liton),L-06,A.Tion Fashion,4170005050,PKB1TS1110A,LS T-Shirt,2020-12-20 00:00:00,8,2.995,22,2,18,3,7.792261904761903
757,2021-02-08,Unit: 01(Mr.Liton),L-06,A.Tion Fashion,4170005076,EPB2TR1151A,SS T-Shirt,2021-01-02 00:00:00,8,6.135952380952381,22,2,18,3,0.0
758,2021-02-08,Unit: 01(Mr.Liton),L-07,H&M,4170005190,154623-5832(S-03),Peter Polo,2020-11-22 00:00:00,8,4.52,24,4,36,4,19.655461538461537
759,2021-02-08,Unit: 01(Mr.Liton),L-07,H&M,4170005163,241574-5832(S-03),Peter Polo,2020-11-22 00:00:00,8,2.102,24,4,36,4,0.0
760,2021-02-08,Unit: 01(Mr.Liton),L-07,H&M,4170005198,249206-5832(S-03),Peter Polo,2020-11-22 00:00:00,8,4.0280000000000005,24,4,36,4,0.0
761,2021-02-08,Unit: 01(Mr.Liton),L-08,Vertbaudet,4170005042,70026-1050,SLT,2020-12-28 00:00:00,8,11.0,17,2,15,2,4.839248366013072
762,2021-02-08,Unit: 01(Mr.Liton),L-10,H&M,4170005177,118182-5832(S-03),3-Pack V-Neck Slim Fit,2020-11-28 00:00:00,8,5.188,22,2,19,2,4.244344193817878
763,2021-02-08,Unit: 01(Mr.Liton),L-10,H&M,4170005210,179603-5832(S-03),V-Neck Slim Fit 3-Pack,2020-11-28 00:00:00,8,7.562,22,2,19,2,0.0
764,2021-02-08,Unit: 02 (Mr. Zakir),L-11,A.Tion Fashion,4170005095,EPB5TS1902A,SS T-Shirt,2020-12-31 00:00:00,8,10.625,22,2,22,2,5.549908424908425
765,2021-02-08,Unit: 02 (Mr. Zakir),L-12,Vertbaudet,4170005068,70209-0423,Pant,2021-01-02 00:00:00,8,10.020833333333334,22,4,22,2,6.102430555555555
766,2021-02-08,Unit: 02 (Mr. Zakir),L-13,Vertbaudet,4170004643,70214-0326,T-Shirt,2020-12-22 00:00:00,8,8.166666666666666,25,3,35,4,5.546191553544494
767,2021-02-08,Unit: 02 (Mr. Zakir),L-14,H&M,4170005196,247369-5828(S-03),Mushroom Polo,2020-12-20 00:00:00,8,7.737,20,2,31,3,4.786151960784313
768,2021-02-08,Unit: 02 (Mr. Zakir),L-14,H&M,4170005124,235667-8030(S-03),RC Mushroom Polo,2020-12-20 00:00:00,8,4.924764705882353,20,2,31,3,0.0
769,2021-02-08,Unit: 02 (Mr. Zakir),L-16,Hema,4170004913,342975 TOM,SS T-Shirt,2020-12-31 00:00:00,8,9.923076923076923,24,3,23,3,9.652981277981278
770,2021-02-08,Unit: 02 (Mr. Zakir),L-17,Hema,4170005082,307410 Table Tee,SS T-Shirt,2020-12-07 00:00:00,8,12.634615384615383,20,2,23,3,11.001561472715318
771,2021-02-08,Unit: 02 (Mr. Zakir),L-18,H&M,4170005196,247369-5828(S-03),Mushroom Polo,2020-12-12 00:00:00,8,9.184,29,2,33,3,6.312951671183379
772,2021-02-08,Unit: 02 (Mr. Zakir),L-18,H&M,4170005123,235668-8030(S-03),RC Mushroom Polo,2020-12-12 00:00:00,8,2.95488888888889,29,2,33,3,0.0
773,2021-02-08,Unit: 02 (Mr. Zakir),L-20,Hema,4170005082,307410 Table Tee,SS T-Shirt,2020-12-21 00:00:00,8,12.442307692307692,22,2,23,3,16.686061801446414
774,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-21,Hema,4170004961,331086 Polo Fluo,SS Polo,2020-12-10 00:00:00,8,3.576,28,2,29,4,23.2399898989899
775,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-21,Hema,4170004898,307361 Trevor Slub,SS Polo,2021-01-02 00:00:00,8,4.181575757575757,28,2,29,4,0.0
776,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-22,Hema,4170004579,333269,LS SB,2020-10-15 00:00:00,8,10.065217391304348,38,3,44,2,9.604511894995898
777,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-24,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-21 00:00:00,8,11.0,25,0,25,1,3.893435897435898
778,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-25,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-31 00:00:00,8,2.973,24,2,23,2,4.046251851851852
779,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-25,H&M,4170005213,251088-5832(S-03),Ronny R-Neck,2020-12-31 00:00:00,8,5.267,24,2,23,2,0.0
780,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-26,H&M,4170005213,251088-5832(S-03),Ronny R-Neck,2020-12-30 00:00:00,8,2.31,12,1,13,0,5.365413105413105
781,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-26,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-30 00:00:00,8,8.69,12,1,13,0,0.0
782,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-27,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,8.0,23,2,23,2,5.238933333333333
783,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-28,Hema,417004856,330195,SS T-Shirt,2021-01-02 00:00:00,8,10.833333333333334,18,2,20,4,15.96034722222222
784,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-29,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,7.7,13,1,10,0,10.839375
785,2021-02-08,Unit: 03(Mr. Sajadur Rahman),L-30,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,8.0,13,1,13,0,20.68
786,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-31,Hema,4170004850,308458 DINEKE,SS Drees,2020-11-23 00:00:00,8,9.655172413793103,26,4,26,3,17.195402298850574
787,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-32,Hema,4170004916,342775/342609 Denton,SS Polo,2020-12-12 00:00:00,8,10.838709677419354,33,3,28,3,4.855161290322582
788,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-33,Hema,4170005084,308658 Table Tee,SS T-Shirt,2020-12-29 00:00:00,8,11.0,18,1,16,2,16.836243386243385
789,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-34,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2020-09-22 00:00:00,8,9.837,27,2,17,3,3.647287037037036
790,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-34,H&M,4170005218,180497-5832(S-03),R-Neck Slim Fit-3 Pack,2020-09-22 00:00:00,8,2.7255000000000003,27,2,17,3,0.0
791,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-35,HBI,4170004832,P4750,Tank Top,2020-12-29 00:00:00,8,11.0,18,1,13,2,4.662388888888889
792,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-36,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2020-12-01 00:00:00,8,12.5625,18,2,17,3,4.382222222222223
793,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-37,HBI,4170004831,P01BT,LS T-Shirt,2020-12-15 00:00:00,8,4.357,19,2,16,2,14.968650793650797
794,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-37,Hema,4170005084,308658 Table Tee,SS T-Shirt,2020-12-15 00:00:00,8,3.865222222222221,19,2,16,2,0.0
795,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-38,Vertbaudet,4170005040,70219-0179,S-SLV,2021-01-02 00:00:00,8,9.545454545454543,19,3,20,2,44.40909090909091
796,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-39,H&M,4170005218,180497-5832(S-03),R-Neck Slim Fit-3 Pack,2021-12-31 00:00:00,8,8.774,12,2,14,2,11.826130952380952
797,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-39,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2021-12-31 00:00:00,8,3.976000000000001,12,2,14,2,0.0
798,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-40,Vertbaudet,4170004641,70211-0307,LS T-Shirt,2020-12-22 00:00:00,8,1.306,24,4,28,3,12.622795698924731
799,2021-02-08,Unit: 04(Mr.Bhabesh Sarker),L-40,Vertbaudet,4170005006,70211-0307,LS T-Shirt,2020-12-22 00:00:00,8,7.597225806451612,24,4,28,3,0.0
800,2021-02-09,Unit: 01(Mr.Liton),L-01,Hema,4170004855,334167,LS T-Shirt,2020-12-22 00:00:00,8,10.61904761904762,30,2,18,3,15.694828469022015
801,2021-02-09,Unit: 01(Mr.Liton),L-02,H&M,4170005177,118182-5832(S-03),3-Pack V-Neck Slim Fit,2020-10-29 00:00:00,8,9.705,22,2,19,2,4.709156223893066
802,2021-02-09,Unit: 01(Mr.Liton),L-02,H&M,4170005210,179603-5832(S-03),V-Neck Slim Fit 3-Pack,2020-10-29 00:00:00,8,3.045,22,2,19,2,0.0
803,2021-02-09,Unit: 01(Mr.Liton),L-03,Hema,4170004915,342997 Richardson,SS Polo,2020-12-29 00:00:00,8,12.453125,22,2,29,3,17.545857843137256
804,2021-02-09,Unit: 01(Mr.Liton),L-04,Vertbaudet,4170004657,70211-0308,LS Sweat,2021-01-02 00:00:00,8,8.818181818181818,22,4,19,3,16.97727272727273
805,2021-02-09,Unit: 01(Mr.Liton),L-05,Hema,4170004498,342775 Jones,SS Polo,2020-12-30 00:00:00,8,10.186046511627907,18,2,38,5,19.33388972243061
806,2021-02-09,Unit: 01(Mr.Liton),L-06,A.Tion Fashion,4170005050,PKB1TS1110A,LS T-Shirt,2020-12-20 00:00:00,8,2.995,22,2,18,3,7.792261904761903
807,2021-02-09,Unit: 01(Mr.Liton),L-06,A.Tion Fashion,4170005076,EPB2TR1151A,SS T-Shirt,2021-01-02 00:00:00,8,6.135952380952381,22,2,18,3,0.0
808,2021-02-09,Unit: 01(Mr.Liton),L-07,H&M,4170005190,154623-5832(S-03),Peter Polo,2020-11-22 00:00:00,8,4.52,24,4,36,4,19.655461538461537
809,2021-02-09,Unit: 01(Mr.Liton),L-07,H&M,4170005163,241574-5832(S-03),Peter Polo,2020-11-22 00:00:00,8,2.102,24,4,36,4,0.0
810,2021-02-09,Unit: 01(Mr.Liton),L-07,H&M,4170005198,249206-5832(S-03),Peter Polo,2020-11-22 00:00:00,8,4.0280000000000005,24,4,36,4,0.0
811,2021-02-09,Unit: 01(Mr.Liton),L-08,Vertbaudet,4170005042,70026-1050,SLT,2020-12-28 00:00:00,8,11.0,17,2,15,2,4.839248366013072
812,2021-02-09,Unit: 01(Mr.Liton),L-10,H&M,4170005177,118182-5832(S-03),3-Pack V-Neck Slim Fit,2020-11-28 00:00:00,8,5.188,22,2,19,2,4.244344193817878
813,2021-02-09,Unit: 01(Mr.Liton),L-10,H&M,4170005210,179603-5832(S-03),V-Neck Slim Fit 3-Pack,2020-11-28 00:00:00,8,7.562,22,2,19,2,0.0
814,2021-02-09,Unit: 02 (Mr. Zakir),L-11,A.Tion Fashion,4170005095,EPB5TS1902A,SS T-Shirt,2020-12-31 00:00:00,8,10.625,22,2,22,2,5.549908424908425
815,2021-02-09,Unit: 02 (Mr. Zakir),L-12,Vertbaudet,4170005068,70209-0423,Pant,2021-01-02 00:00:00,8,10.020833333333334,22,4,22,2,6.102430555555555
816,2021-02-09,Unit: 02 (Mr. Zakir),L-13,Vertbaudet,4170004643,70214-0326,T-Shirt,2020-12-22 00:00:00,8,8.166666666666666,25,3,35,4,5.546191553544494
817,2021-02-09,Unit: 02 (Mr. Zakir),L-14,H&M,4170005196,247369-5828(S-03),Mushroom Polo,2020-12-20 00:00:00,8,7.737,20,2,31,3,4.786151960784313
818,2021-02-09,Unit: 02 (Mr. Zakir),L-14,H&M,4170005124,235667-8030(S-03),RC Mushroom Polo,2020-12-20 00:00:00,8,4.924764705882353,20,2,31,3,0.0
819,2021-02-09,Unit: 02 (Mr. Zakir),L-16,Hema,4170004913,342975 TOM,SS T-Shirt,2020-12-31 00:00:00,8,9.923076923076923,24,3,23,3,9.652981277981278
820,2021-02-09,Unit: 02 (Mr. Zakir),L-17,Hema,4170005082,307410 Table Tee,SS T-Shirt,2020-12-07 00:00:00,8,12.634615384615383,20,2,23,3,11.001561472715318
821,2021-02-09,Unit: 02 (Mr. Zakir),L-18,H&M,4170005196,247369-5828(S-03),Mushroom Polo,2020-12-12 00:00:00,8,9.184,29,2,33,3,6.312951671183379
822,2021-02-09,Unit: 02 (Mr. Zakir),L-18,H&M,4170005123,235668-8030(S-03),RC Mushroom Polo,2020-12-12 00:00:00,8,2.95488888888889,29,2,33,3,0.0
823,2021-02-09,Unit: 02 (Mr. Zakir),L-20,Hema,4170005082,307410 Table Tee,SS T-Shirt,2020-12-21 00:00:00,8,12.442307692307692,22,2,23,3,16.686061801446414
824,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-21,Hema,4170004961,331086 Polo Fluo,SS Polo,2020-12-10 00:00:00,8,3.576,28,2,29,4,23.2399898989899
825,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-21,Hema,4170004898,307361 Trevor Slub,SS Polo,2021-01-02 00:00:00,8,4.181575757575757,28,2,29,4,0.0
826,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-22,Hema,4170004579,333269,LS SB,2020-10-15 00:00:00,8,10.065217391304348,38,3,44,2,9.604511894995898
827,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-24,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-21 00:00:00,8,11.0,25,0,25,1,3.893435897435898
828,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-25,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-31 00:00:00,8,2.973,24,2,23,2,4.046251851851852
829,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-25,H&M,4170005213,251088-5832(S-03),Ronny R-Neck,2020-12-31 00:00:00,8,5.267,24,2,23,2,0.0
830,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-26,H&M,4170005213,251088-5832(S-03),Ronny R-Neck,2020-12-30 00:00:00,8,2.31,12,1,13,0,5.365413105413105
831,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-26,H&M,4170005206,179172-5832(S-03),Ronny R-Neck 3 Pack,2020-12-30 00:00:00,8,8.69,12,1,13,0,0.0
832,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-27,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,8.0,23,2,23,2,5.238933333333333
833,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-28,Hema,417004856,330195,SS T-Shirt,2021-01-02 00:00:00,8,10.833333333333334,18,2,20,4,15.96034722222222
834,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-29,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,7.7,13,1,10,0,10.839375
835,2021-02-09,Unit: 03(Mr. Sajadur Rahman),L-30,A.Tion Fashion,4170005176,PHB5TR3800C(3rd),T-Shirt,2020-12-31 00:00:00,8,8.0,13,1,13,0,20.68
836,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-31,Hema,4170004850,308458 DINEKE,SS Drees,2020-11-23 00:00:00,8,9.655172413793103,26,4,26,3,17.195402298850574
837,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-32,Hema,4170004916,342775/342609 Denton,SS Polo,2020-12-12 00:00:00,8,10.838709677419354,33,3,28,3,4.855161290322582
838,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-33,Hema,4170005084,308658 Table Tee,SS T-Shirt,2020-12-29 00:00:00,8,11.0,18,1,16,2,16.836243386243385
839,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-34,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2020-09-22 00:00:00,8,9.837,27,2,17,3,3.647287037037036
840,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-34,H&M,4170005218,180497-5832(S-03),R-Neck Slim Fit-3 Pack,2020-09-22 00:00:00,8,2.7255000000000003,27,2,17,3,0.0
841,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-35,HBI,4170004832,P4750,Tank Top,2020-12-29 00:00:00,8,11.0,18,1,13,2,4.662388888888889
842,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-36,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2020-12-01 00:00:00,8,12.5625,18,2,17,3,4.382222222222223
843,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-37,HBI,4170004831,P01BT,LS T-Shirt,2020-12-15 00:00:00,8,4.357,19,2,16,2,14.968650793650797
844,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-37,Hema,4170005084,308658 Table Tee,SS T-Shirt,2020-12-15 00:00:00,8,3.865222222222221,19,2,16,2,0.0
845,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-38,Vertbaudet,4170005040,70219-0179,S-SLV,2021-01-02 00:00:00,8,9.545454545454543,19,3,20,2,44.40909090909091
846,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-39,H&M,4170005218,180497-5832(S-03),R-Neck Slim Fit-3 Pack,2021-12-31 00:00:00,8,8.774,12,2,14,2,11.826130952380952
847,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-39,H&M,4170005197,162768-5832(S-03),R-Neck Slim Fit 5-Pack,2021-12-31 00:00:00,8,3.976000000000001,12,2,14,2,0.0
848,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-40,Vertbaudet,4170004641,70211-0307,LS T-Shirt,2020-12-22 00:00:00,8,1.306,24,4,28,3,12.622795698924731
849,2021-02-09,Unit: 04(Mr.Bhabesh Sarker),L-40,Vertbaudet,4170005006,70211-0307,LS T-Shirt,2020-12-22 00:00:00,8,7.597225806451612,24,4,28,3,0.0
850,2021-02-10,Unit: 01(Mr.Liton),L-01,Hema,4170004855,334167,LS T-Shirt,2020-12-22 00:00:00,8,10.61904761904762,30,2,18,3,15.694828469022015
851,2021-02-10,Unit: 01(Mr.Liton),L-02,H&M,4170005177,118182-5832(S-03),3-Pack V-Neck Slim Fit,2020-10-29 00:00:00,8,9.705,22,2,19,2,4.709156223893066
852,2021-02-10,Unit: 01(Mr.Liton),L-02,H&M,4170005210,179603-5832(S-03),V-Neck Slim Fit 3-Pack,2020-10-29 00:00:00,8,3.045,22,2,19,2,0.0
853,2021-02-10,Unit: 01(Mr.Liton),L-03,Hema,4170004915,342997 Richardson,SS Polo,2020-12-29 00:00:00,8,12.453125,22,2,29,3,17.545857843137256
854,2021-02-10,Unit: 01(Mr.Liton),L-04,Vertbaudet,4170004657,70211-0308,LS Sweat,2021-01-02 00:00:00,8,8.818181818181818,22,4,19,3,16.97727272727273
855,2021-02-10,Unit: 01(Mr.Liton),L-05,Hema,4170004498,342775 Jones,SS Polo,2020-12-30 00:00:00,8,10.186046511627907,18,2,38,5,19.33388972243061
856,2021-02-10,Unit: 01(Mr.Liton),L-06,A.Tion Fashion,4170005050,PKB1TS1110A,LS T-Shirt,2020-12-20 00:00:00,8,2.995,22,2,18,3,7.792261904761903
857,2021-02-10,Unit: 01(Mr.Liton),L-06,A.Tion Fashion,4170005076,EPB2TR1151A,SS T-Shirt,2021-01-02 00:00:00,8,6.135952380952381,22,2,18,3,0.0
858,2021-02-10,Unit: 01(Mr.Liton),L-07,H&M,4170005190,154623-5832(S-03),Peter Polo,2020-11-22 00:00:00,8,4.52,24,4,36,4,19.655461538461537
859,2021-02-10,Unit: 01(Mr.Liton),L-07,H&M,4170005163,241574-5832(S-03),Peter Polo,2020-11-22 00:00:00,8,2.102,24,4,36,4,0.0
860,2021-02-10,Unit: 01(Mr.Liton),L-07,H&M,4170005198,249206-5832(S-03),Peter Polo,2020-11-22 00:00:00,8,4.0280000000000005,24,4,36,4,0.0
